ticker,fund_name,initial_date,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
FLRG,Fidelity U.S. Multifactor ETF,2020-09-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10294480342805601,0.2935610863570397,-0.1098012303266056,0.18311390051915843,0.007189100112630964
FLV,American Century Focused Large Cap Value ETF,2020-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39272288298428104,0.1730482225314769,0.00941224615754388,0.062240349513286164,0.009340887801200237
FLYD,Bank of Montreal MicroSectors Travel -3x Inverse Leveraged ETN,2022-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4622652754270653,-0.751385230062463,0.06744868424760098
FLYU,Bank of Montreal MicroSectors Travel 3x Leveraged ETN,2022-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.17795818552230835,1.1115907821889937,-0.07878846496191938
FMAG,Fidelity Magellan ETF,2021-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2536898855189669,-0.2692196062371769,0.31251064937929107,0.010783916312727237
FMAR,FT Vest U.S. Equity Buffer ETF - March,2021-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11375837169259029,-0.055137031999897945,0.20385834238756262,0.00474136789939128
FMAT,Fidelity MSCI Materials Index ETF,2013-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.051263904668678695,0.05755186614965302,-0.09969041355156139,0.2038005934589482,0.23513055323847643,-0.1739680043261428,0.23348942468243172,0.19571439011076186,0.27451158875031,-0.12098735841353536,0.13705769467628182,-0.029134221065690524
FMAY,FT Vest U.S. Equity Buffer ETF - May,2020-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11723334861124513,0.10997969921550266,-0.08081343248760808,0.178310447752128,0.0036197280610483773
FMCX,Northern Lights Fund Trust IV FMC Excelsior Focus Equity ETF,2022-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11154048288388108,0.2176455878174821,-0.007779642737713366
FMDE,Fidelity Covington Trust Fidelity Enhanced Mid Cap ETF,2023-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08911158692374754,-0.0036629478723699815
